tempo;erro_little
10.000000;0.00000000000000000000
20.000000;0.00000000000000088818
30.000000;0.00000000000000088818
40.000000;0.00000000000000532907
50.000000;0.00000000000000222045
60.000000;0.00000000000000177636
70.000000;0.00000000000000310862
80.000000;0.00000000000000088818
90.000000;0.00000000000000932587
100.000000;0.00000000000000577316
110.000000;0.00000000000001332268
120.000000;0.00000000000000532907
130.000000;0.00000000000000621725
140.000000;0.00000000000002620126
150.000000;0.00000000000002398082
160.000000;0.00000000000000532907
170.000000;0.00000000000001909584
180.000000;0.00000000000003153033
190.000000;0.00000000000001687539
200.000000;0.00000000000002309264
210.000000;0.00000000000002309264
220.000000;0.00000000000001865175
230.000000;0.00000000000003641532
240.000000;0.00000000000002486900
250.000000;0.00000000000000088818
260.000000;0.00000000000003463896
270.000000;0.00000000000005062617
280.000000;0.00000000000000799361
290.000000;0.00000000000003463896
300.000000;0.00000000000000888178
310.000000;0.00000000000001509903
320.000000;0.00000000000001865175
330.000000;0.00000000000002042810
340.000000;0.00000000000001865175
350.000000;0.00000000000003819167
360.000000;0.00000000000003019807
370.000000;0.00000000000005240253
380.000000;0.00000000000001065814
390.000000;0.00000000000005062617
400.000000;0.00000000000012789769
410.000000;0.00000000000014388490
420.000000;0.00000000000014033219
430.000000;0.00000000000011901591
440.000000;0.00000000000006927792
450.000000;0.00000000000001421085
460.000000;0.00000000000000710543
470.000000;0.00000000000002842171
480.000000;0.00000000000004529710
490.000000;0.00000000000006394885
500.000000;0.00000000000008348877
510.000000;0.00000000000003108624
520.000000;0.00000000000004884981
530.000000;0.00000000000002220446
540.000000;0.00000000000000355271
550.000000;0.00000000000005329071
560.000000;0.00000000000003641532
570.000000;0.00000000000018562929
580.000000;0.00000000000019984014
590.000000;0.00000000000026467717
600.000000;0.00000000000030819791
610.000000;0.00000000000036415315
620.000000;0.00000000000030730973
630.000000;0.00000000000031263880
640.000000;0.00000000000027267077
650.000000;0.00000000000018474111
660.000000;0.00000000000018030022
670.000000;0.00000000000016964208
680.000000;0.00000000000023270275
690.000000;0.00000000000030908609
700.000000;0.00000000000032596148
710.000000;0.00000000000031263880
720.000000;0.00000000000019984014
730.000000;0.00000000000014122037
740.000000;0.00000000000025046631
750.000000;0.00000000000033839598
760.000000;0.00000000000031263880
770.000000;0.00000000000041833204
780.000000;0.00000000000041655568
790.000000;0.00000000000019362290
800.000000;0.00000000000006217249
810.000000;0.00000000000006217249
820.000000;0.00000000000007105427
830.000000;0.00000000000004085621
840.000000;0.00000000000002753353
850.000000;0.00000000000002486900
860.000000;0.00000000000008348877
870.000000;0.00000000000027622349
880.000000;0.00000000000034461323
890.000000;0.00000000000039612758
900.000000;0.00000000000033750780
910.000000;0.00000000000027089442
920.000000;0.00000000000026290081
930.000000;0.00000000000037658765
940.000000;0.00000000000042366111
950.000000;0.00000000000053557159
960.000000;0.00000000000036770587
970.000000;0.00000000000034905412
980.000000;0.00000000000050004445
990.000000;0.00000000000040145665
1000.000000;0.00000000000043964832
1010.000000;0.00000000000035615955
1020.000000;0.00000000000033573144
1030.000000;0.00000000000054622973
1040.000000;0.00000000000056488147
1050.000000;0.00000000000030420111
1060.000000;0.00000000000025091040
1070.000000;0.00000000000032063241
1080.000000;0.00000000000032640557
1090.000000;0.00000000000019673152
1100.000000;0.00000000000050359716
1110.000000;0.00000000000029709568
1120.000000;0.00000000000043831605
1130.000000;0.00000000000044675375
1140.000000;0.00000000000006306067
1150.000000;0.00000000000027000624
1160.000000;0.00000000000042099657
1170.000000;0.00000000000037836401
1180.000000;0.00000000000036992631
1190.000000;0.00000000000024558133
1200.000000;0.00000000000023936408
1210.000000;0.00000000000014654944
1220.000000;0.00000000000006217249
1230.000000;0.00000000000011368684
1240.000000;0.00000000000018784974
1250.000000;0.00000000000013189450
1260.000000;0.00000000000005595524
1270.000000;0.00000000000005595524
1280.000000;0.00000000000005817569
1290.000000;0.00000000000013411494
1300.000000;0.00000000000024202862
1310.000000;0.00000000000024691360
1320.000000;0.00000000000011723955
1330.000000;0.00000000000025313085
1340.000000;0.00000000000033661962
1350.000000;0.00000000000021627145
1360.000000;0.00000000000021582736
1370.000000;0.00000000000030420111
1380.000000;0.00000000000035171865
1390.000000;0.00000000000057953642
1400.000000;0.00000000000039257486
1410.000000;0.00000000000046229687
1420.000000;0.00000000000023625546
1430.000000;0.00000000000042499337
1440.000000;0.00000000000042232884
1450.000000;0.00000000000057998051
1460.000000;0.00000000000064925842
1470.000000;0.00000000000069544370
1480.000000;0.00000000000082955864
1490.000000;0.00000000000050448534
1500.000000;0.00000000000053912430
1510.000000;0.00000000000059108274
1520.000000;0.00000000000097832853
1530.000000;0.00000000000129718458
1540.000000;0.00000000000100852660
1550.000000;0.00000000000109245946
1560.000000;0.00000000000097477582
1570.000000;0.00000000000090771834
1580.000000;0.00000000000048583360
1590.000000;0.00000000000044542148
1600.000000;0.00000000000035837999
1610.000000;0.00000000000005284662
1620.000000;0.00000000000002309264
1630.000000;0.00000000000023181457
1640.000000;0.00000000000006972201
1650.000000;0.00000000000018163249
1660.000000;0.00000000000001065814
1670.000000;0.00000000000006039613
1680.000000;0.00000000000007860379
1690.000000;0.00000000000016031620
1700.000000;0.00000000000045163873
1710.000000;0.00000000000037303494
1720.000000;0.00000000000059241501
1730.000000;0.00000000000054711791
1740.000000;0.00000000000066258110
1750.000000;0.00000000000120703447
1760.000000;0.00000000000122302168
1770.000000;0.00000000000121680443
1780.000000;0.00000000000109245946
1790.000000;0.00000000000099920072
1800.000000;0.00000000000107025500
1810.000000;0.00000000000098854258
1820.000000;0.00000000000082867047
1830.000000;0.00000000000079136697
1840.000000;0.00000000000100097708
1850.000000;0.00000000000067856831
1860.000000;0.00000000000082600593
1870.000000;0.00000000000085353946
1880.000000;0.00000000000089883656
1890.000000;0.00000000000114575016
1900.000000;0.00000000000114930288
1910.000000;0.00000000000101252340
1920.000000;0.00000000000100985886
1930.000000;0.00000000000073363537
1940.000000;0.00000000000090150110
1950.000000;0.00000000000079758422
1960.000000;0.00000000000098143715
1970.000000;0.00000000000082778229
1980.000000;0.00000000000080380147
1990.000000;0.00000000000095390362
2000.000000;0.00000000000121147536
2010.000000;0.00000000000125410793
2020.000000;0.00000000000102318154
2030.000000;0.00000000000103739239
2040.000000;0.00000000000109423581
2050.000000;0.00000000000095123909
2060.000000;0.00000000000074695805
2070.000000;0.00000000000089173113
2080.000000;0.00000000000096722630
2090.000000;0.00000000000131183953
2100.000000;0.00000000000156319402
2110.000000;0.00000000000170441439
2120.000000;0.00000000000204725126
2130.000000;0.00000000000213340456
2140.000000;0.00000000000201794137
2150.000000;0.00000000000219113616
2160.000000;0.00000000000206457074
2170.000000;0.00000000000214495088
2180.000000;0.00000000000198463468
2190.000000;0.00000000000194866345
2200.000000;0.00000000000207389661
2210.000000;0.00000000000210542694
2220.000000;0.00000000000233901787
2230.000000;0.00000000000210764739
2240.000000;0.00000000000177147186
2250.000000;0.00000000000141975320
2260.000000;0.00000000000109601217
2270.000000;0.00000000000103916875
2280.000000;0.00000000000107647224
2290.000000;0.00000000000113020704
2300.000000;0.00000000000132294176
2310.000000;0.00000000000111510801
2320.000000;0.00000000000133404399
2330.000000;0.00000000000078470563
2340.000000;0.00000000000122524213
2350.000000;0.00000000000093214325
2360.000000;0.00000000000099387165
2370.000000;0.00000000000119282362
2380.000000;0.00000000000113109522
2390.000000;0.00000000000131006317
2400.000000;0.00000000000146371804
2410.000000;0.00000000000178213000
2420.000000;0.00000000000210764739
2430.000000;0.00000000000172883929
2440.000000;0.00000000000160271796
2450.000000;0.00000000000205169215
2460.000000;0.00000000000213118412
2470.000000;0.00000000000214139817
2480.000000;0.00000000000237720954
2490.000000;0.00000000000199973371
2500.000000;0.00000000000188871141
2510.000000;0.00000000000159294800
