tempo;erro_little
10.000000;0.00000000000000002776
20.000000;0.00000000000000058287
30.000000;0.00000000000000005551
40.000000;0.00000000000000044409
50.000000;0.00000000000000199840
60.000000;0.00000000000000333067
70.000000;0.00000000000000432987
80.000000;0.00000000000000133227
90.000000;0.00000000000000233147
100.000000;0.00000000000000532907
110.000000;0.00000000000000932587
120.000000;0.00000000000001298961
130.000000;0.00000000000001842970
140.000000;0.00000000000001398881
150.000000;0.00000000000001387779
160.000000;0.00000000000000233147
170.000000;0.00000000000001554312
180.000000;0.00000000000004107825
190.000000;0.00000000000004640732
200.000000;0.00000000000005695444
210.000000;0.00000000000006472600
220.000000;0.00000000000005662137
230.000000;0.00000000000002897682
240.000000;0.00000000000001776357
250.000000;0.00000000000002509104
260.000000;0.00000000000000832667
270.000000;0.00000000000002930989
280.000000;0.00000000000004174439
290.000000;0.00000000000011013412
300.000000;0.00000000000014399593
310.000000;0.00000000000012845280
320.000000;0.00000000000013933299
330.000000;0.00000000000014765966
340.000000;0.00000000000012190249
350.000000;0.00000000000013999912
360.000000;0.00000000000010835777
370.000000;0.00000000000013000712
380.000000;0.00000000000009092727
390.000000;0.00000000000002320366
400.000000;0.00000000000006661338
410.000000;0.00000000000012578827
420.000000;0.00000000000018052226
430.000000;0.00000000000027189362
440.000000;0.00000000000024591440
450.000000;0.00000000000025091040
460.000000;0.00000000000019850788
470.000000;0.00000000000020017321
480.000000;0.00000000000016919799
490.000000;0.00000000000012634338
500.000000;0.00000000000012945200
510.000000;0.00000000000012079227
520.000000;0.00000000000015465407
530.000000;0.00000000000016231461
540.000000;0.00000000000019018120
550.000000;0.00000000000019551027
560.000000;0.00000000000023780977
570.000000;0.00000000000028077540
580.000000;0.00000000000018751667
590.000000;0.00000000000013766766
600.000000;0.00000000000013278267
610.000000;0.00000000000017552626
620.000000;0.00000000000008326673
630.000000;0.00000000000005884182
640.000000;0.00000000000010103030
650.000000;0.00000000000006517009
660.000000;0.00000000000002597922
670.000000;0.00000000000007016610
680.000000;0.00000000000000688338
690.000000;0.00000000000002664535
700.000000;0.00000000000013422596
710.000000;0.00000000000004996004
720.000000;0.00000000000007094325
730.000000;0.00000000000002498002
740.000000;0.00000000000000976996
750.000000;0.00000000000004962697
760.000000;0.00000000000016564528
770.000000;0.00000000000019095836
780.000000;0.00000000000011346479
790.000000;0.00000000000006172840
800.000000;0.00000000000012145840
810.000000;0.00000000000018784974
820.000000;0.00000000000019517721
830.000000;0.00000000000031752379
840.000000;0.00000000000038058445
850.000000;0.00000000000035460523
860.000000;0.00000000000027511327
870.000000;0.00000000000034772185
880.000000;0.00000000000039546144
890.000000;0.00000000000042676973
900.000000;0.00000000000053912430
910.000000;0.00000000000054201088
920.000000;0.00000000000047450932
930.000000;0.00000000000040278891
940.000000;0.00000000000049960036
950.000000;0.00000000000047317705
960.000000;0.00000000000050115467
970.000000;0.00000000000048161475
980.000000;0.00000000000054134475
990.000000;0.00000000000051758597
1000.000000;0.00000000000043121062
1010.000000;0.00000000000052668980
1020.000000;0.00000000000054023452
1030.000000;0.00000000000051025850
1040.000000;0.00000000000051092464
1050.000000;0.00000000000052491345
1060.000000;0.00000000000039301895
1070.000000;0.00000000000048738791
1080.000000;0.00000000000063060668
1090.000000;0.00000000000060773608
1100.000000;0.00000000000074917850
1110.000000;0.00000000000045630166
1120.000000;0.00000000000051625371
1130.000000;0.00000000000045585757
1140.000000;0.00000000000039324100
1150.000000;0.00000000000028732572
1160.000000;0.00000000000036104453
1170.000000;0.00000000000046940229
1180.000000;0.00000000000040412118
1190.000000;0.00000000000037081449
1200.000000;0.00000000000041167070
1210.000000;0.00000000000039457326
1220.000000;0.00000000000050048854
1230.000000;0.00000000000054556359
1240.000000;0.00000000000044209081
1250.000000;0.00000000000049671378
1260.000000;0.00000000000031530334
1270.000000;0.00000000000027600144
1280.000000;0.00000000000023847591
1290.000000;0.00000000000029087843
1300.000000;0.00000000000045696780
1310.000000;0.00000000000057798211
1320.000000;0.00000000000063149486
1330.000000;0.00000000000076783024
1340.000000;0.00000000000057376326
1350.000000;0.00000000000062683192
1360.000000;0.00000000000069810824
1370.000000;0.00000000000065014660
1380.000000;0.00000000000051691984
1390.000000;0.00000000000064082073
1400.000000;0.00000000000051492144
1410.000000;0.00000000000042876813
1420.000000;0.00000000000036459724
1430.000000;0.00000000000053623772
1440.000000;0.00000000000070210504
